"","Page","URL","og.title","Pageviews","Unique.Pageviews","Avg..Time.on.Page","Entrances","Bounce.Rate","X..Exit","Page.Value","title"
"748","/issue/791/film/fathers-way","http://americamagazine.org/issue/791/film/fathers-way",NA,"60","58","0:21:49","57","91.23%","95.00%","$0.00","The Father's Way"
"749","/issue/elusive-integral-ecology","http://americamagazine.org/issue/elusive-integral-ecology",NA,"60","60","0:02:25","59","93.22%","95.00%","$0.00","An Elusive Integral Ecology"
"750","/issue/record-flooding-devastates-west-virginia","http://americamagazine.org/issue/record-flooding-devastates-west-virginia",NA,"60","55","0:02:07","43","81.40%","65.00%","$0.00","Flooding devastates West Virginia; residents told to expect more rain"
"751","/media/books/relic-master","http://americamagazine.org/media/books/relic-master",NA,"60","46","0:00:45","6","50.00%","38.33%","$0.00","The Relic Master"
"752","/content/all-things/finding-god-death-row-10-questions-chaplain-dale-recinella","http://americamagazine.org/content/all-things/finding-god-death-row-10-questions-chaplain-dale-recinella",NA,"59","56","0:05:55","56","84.21%","93.22%","$0.00","Finding God on Death Row: 10 Questions for Chaplain Dale Recinella"
"753","/educator?date=2016-05","http://americamagazine.org/educator?date=2016-05",NA,"59","50","0:00:16","5","0.00%","10.17%","$0.00","The Ignatian Educator"
"754","/issue/286/article/pro-life-anti-death-penalty","http://americamagazine.org/issue/286/article/pro-life-anti-death-penalty",NA,"59","52","0:11:22","52","84.62%","88.14%","$0.00","Pro-Life, Anti-Death Penalty?"
"755","/issue/528/article/catholicism-death-and-modern-medicine","http://americamagazine.org/issue/528/article/catholicism-death-and-modern-medicine",NA,"59","57","0:04:38","49","53.06%","55.93%","$0.00","Catholicism, Death and Modern Medicine"
"756","/issue/jesus-pilgrimage","http://americamagazine.org/issue/jesus-pilgrimage",NA,"59","56","0:01:08","50","92.00%","88.14%","$0.00","Jesus: A Pilgrimage"
"757","/issue/merton-still-matters","http://americamagazine.org/issue/merton-still-matters",NA,"59","56","0:02:29","55","92.73%","93.22%","$0.00","Merton (Still) Matters"
"758","/sections/blogs?entry_id=5431","http://americamagazine.org/sections/blogs?entry_id=5431",NA,"59","27","0:00:21","27","7.41%","15.25%","$0.00","Blogs"
"759","/toc-past/2001-07-02","http://americamagazine.org/toc-past/2001-07-02",NA,"59","31","0:00:04","0","0.00%","1.69%","$0.00",NA
"760","/content/unconventional-wisdom/why-white-guys-are-wary-clinton-economic-issues","http://americamagazine.org/content/unconventional-wisdom/why-white-guys-are-wary-clinton-economic-issues",NA,"58","54","0:03:38","26","68.00%","68.97%","$0.00","Why white guys without college degrees are wary of Hillary Clinton"
"761","/issue/621/article/new-lay-face-missionaries","http://americamagazine.org/issue/621/article/new-lay-face-missionaries",NA,"58","55","0:07:45","55","90.91%","93.10%","$0.00","The New, Lay Face of Missionaries"
"762","/issue/655/article/catholicism-and-new-atheism","http://americamagazine.org/issue/655/article/catholicism-and-new-atheism",NA,"58","52","0:07:22","52","80.77%","82.76%","$0.00","Catholicism and The New Atheism"
"763","/things?date=2016-05","http://americamagazine.org/things?date=2016-05",NA,"58","35","0:00:28","5","40.00%","13.79%","$0.00","In All Things"
"764","/toc-past/2016-04-04","http://americamagazine.org/toc-past/2016-04-04",NA,"58","43","0:00:32","6","50.00%","18.97%","$0.00",NA
"765","/users/robert-david-sullivan","http://americamagazine.org/users/robert-david-sullivan",NA,"58","50","0:02:48","16","31.25%","31.03%","$0.00","Robert David Sullivan"
"766","/content/all-things/prana-yoga-holy-spirit-pentecost","http://americamagazine.org/content/all-things/prana-yoga-holy-spirit-pentecost",NA,"57","50","0:02:29","26","69.23%","54.39%","$0.00","Prana, Yoga, Spirit, Pentecost"
"767","/content/dispatches/your-brain-prayer","http://americamagazine.org/content/dispatches/your-brain-prayer",NA,"57","54","0:03:51","44","88.64%","82.46%","$0.00","Your brain on prayer: what science says about happiness, prayer and neural development"
"768","/feeds","http://americamagazine.org/feeds",NA,"57","55","0:00:23","46","95.65%","85.96%","$0.00","America's RSS Feeds"
"769","/issue/335/article/simone-weils-last-journey","http://americamagazine.org/issue/335/article/simone-weils-last-journey",NA,"57","51","0:04:07","48","83.67%","84.21%","$0.00","Simone Weil's Last Journey"
"770","/issue/582/article/abortion-and-public-policy","http://americamagazine.org/issue/582/article/abortion-and-public-policy",NA,"57","56","0:01:13","56","92.86%","94.74%","$0.00","Abortion and Public Policy"
"771","/issue/life’s-second-half","http://americamagazine.org/issue/life’s-second-half",NA,"57","55","0:04:20","25","80.00%","59.65%","$0.00","Life’s Second Half"
"772","/issue/pastor-his-people","http://americamagazine.org/issue/pastor-his-people",NA,"57","48","0:03:59","38","68.42%","63.16%","$0.00","In Pope Francis’ pastoral theology, people come first."
"773","/issue/truly-tuned-heart","http://americamagazine.org/issue/truly-tuned-heart",NA,"57","57","0:02:43","50","98.00%","94.74%","$0.00","A Truly Tuned Heart"
"774","/submit/45767","http://americamagazine.org/submit/45767",NA,"57","41","0:00:47","2","50.00%","10.53%","$0.00","unknown"
"775","/submit/success/e2b2612a-b704-450d-8c08-5817db7e40f8","http://americamagazine.org/submit/success/e2b2612a-b704-450d-8c08-5817db7e40f8",NA,"57","54","0:03:48","4","100.00%","85.96%","$0.00","unknown"
"776","/toc-past/2010-07-05","http://americamagazine.org/toc-past/2010-07-05",NA,"57","26","0:00:06","0","0.00%","0.00%","$0.00",NA
"777","/work-christian-lifetime","http://americamagazine.org/work-christian-lifetime",NA,"57","51","0:03:33","47","85.11%","78.95%","$0.00","The Work of a Christian Lifetime"
"778","/?articletypeid=40&textid=3662&issueid=489","http://americamagazine.org/?articletypeid=40&textid=3662&issueid=489",NA,"56","49","0:00:31","42","50.00%","53.57%","$0.00","America Magazine"
"779","/content/all-things/group-discernment-versus-groupthink","http://americamagazine.org/content/all-things/group-discernment-versus-groupthink",NA,"56","39","0:04:20","18","44.44%","46.43%","$0.00","Group discernment versus Groupthink at the Synod on the Family"
"780","/content/the-word/sacrament-ongoing-christian-life","http://americamagazine.org/content/the-word/sacrament-ongoing-christian-life",NA,"56","49","0:00:17","0","0.00%","1.79%","$0.00","Sacrament of Ongoing Christian Life"
"781","/issue/746/article/jesus-history","http://americamagazine.org/issue/746/article/jesus-history",NA,"56","50","0:07:21","49","89.80%","89.29%","$0.00","The Jesus of History"
"782","/issue/costly-scripture","http://americamagazine.org/issue/costly-scripture",NA,"56","54","0:07:16","49","91.84%","91.07%","$0.00","Encountering trauma in the Bible"
"783","/issue/pope-mercy","http://americamagazine.org/issue/pope-mercy",NA,"56","56","0:04:55","56","98.21%","98.21%","$0.00","Pope of Mercy"
"784","/issue/racine-and-sacral-violence","http://americamagazine.org/issue/racine-and-sacral-violence",NA,"56","55","0:01:16","45","97.78%","87.50%","$0.00","Why do we murder each other in the name of God?"
"785","/issue/report-vietnam","http://americamagazine.org/issue/report-vietnam",NA,"56","54","0:09:47","52","94.23%","94.64%","$0.00","How Vietnam respects and protects religious freedom has implications beyond its own borders"
"786","/sections/vatican-dispatch?page=1","http://americamagazine.org/sections/vatican-dispatch?page=1",NA,"56","42","0:00:21","18","55.56%","37.50%","$0.00","Vatican Dispatch"
"787","/slideshow","http://americamagazine.org/slideshow",NA,"56","41","0:00:33","9","66.67%","35.71%","$0.00","Slideshows"
"788","/content/all-things/dfw-one-good-ones","http://americamagazine.org/content/all-things/dfw-one-good-ones",NA,"55","45","0:11:26","44","61.36%","78.18%","$0.00","What is St. Ignatius doing in a David Foster Wallace movie?"
"789","/content/all-things/hes-disruptor-interview-first-things-editor-rr-reno-pope-francis-us-visit","http://americamagazine.org/content/all-things/hes-disruptor-interview-first-things-editor-rr-reno-pope-francis-us-visit",NA,"55","51","0:12:30","50","66.67%","85.45%","$0.00","‘First Things’ Editor R.R. Reno responds to Pope Francis' visit to the United States"
"790","/content/all-things/nice-catholic-girl-meets-iud","http://americamagazine.org/content/all-things/nice-catholic-girl-meets-iud",NA,"55","52","0:03:44","52","88.46%","92.73%","$0.00","Nice Catholic girl Meets IUD"
"791","/content/all-things/saving-gang-members-street-qa-father-greg-boyle-sj","http://americamagazine.org/content/all-things/saving-gang-members-street-qa-father-greg-boyle-sj",NA,"55","55","0:09:39","55","87.27%","96.36%","$0.00","Saving Gang Members from the Street? Q&A with Father Greg Boyle, SJ"
"792","/content/dispatches/full-transcript-popes-press-conference-flight-manila","http://americamagazine.org/content/dispatches/full-transcript-popes-press-conference-flight-manila",NA,"55","52","0:03:20","51","90.20%","89.09%","$0.00","Full Transcript of Pope's Press Conference on Flight from Manila"
"793","/content/dispatches/i-would-prefer-be-judged-too-kind-too-rigid-interview-bishop-patrick-j-mcgrath","http://americamagazine.org/content/dispatches/i-would-prefer-be-judged-too-kind-too-rigid-interview-bishop-patrick-j-mcgrath",NA,"55","48","0:07:14","47","85.11%","87.27%","$0.00","'I Would Prefer to Be Judged Too Kind than Too Rigid': An Interview with Bishop Patrick J. McGrath"
"794","/content/the-word/follow-leader-1","http://americamagazine.org/content/the-word/follow-leader-1",NA,"55","48","0:01:16","9","100.00%","29.09%","$0.00","Follow the Leader"
"795","/issue/100/greene-haiti","http://americamagazine.org/issue/100/greene-haiti",NA,"55","52","0:04:53","51","92.16%","90.91%","$0.00","Greene in Haiti"
"796","/issue/350/article/evolution-evil-and-original-sin","http://americamagazine.org/issue/350/article/evolution-evil-and-original-sin",NA,"55","51","0:06:43","49","87.76%","87.27%","$0.00","Evolution, Evil and Original Sin"
"797","/issue/511/article/remembering-fulton-sheen","http://americamagazine.org/issue/511/article/remembering-fulton-sheen",NA,"55","55","0:16:48","54","87.04%","96.36%","$0.00","Remembering Fulton Sheen"
"798","/issue/794/television/why-sitcoms-matter","http://americamagazine.org/issue/794/television/why-sitcoms-matter",NA,"55","51","0:10:58","51","92.16%","92.73%","$0.00","Why Sitcoms Matter"
"799","/issue/paid-parental-leave-offered-chicago","http://americamagazine.org/issue/paid-parental-leave-offered-chicago",NA,"55","49","0:01:51","33","87.88%","67.27%","$0.00","Paid Parental Leave Offered In Chicago"
"800","/issue/pope-no-double-lives-christians-are-people-light","http://americamagazine.org/issue/pope-no-double-lives-christians-are-people-light",NA,"55","49","0:01:45","13","92.31%","41.82%","$0.00","Pope Francis: Christians must say no to leading double lives"
"801","/issue/supreme-court-rules-police-search-case","http://americamagazine.org/issue/supreme-court-rules-police-search-case",NA,"55","52","0:05:51","36","88.89%","72.73%","$0.00","Supreme Court rules for police in search case"
"802","/issue/when-law-crime","http://americamagazine.org/issue/when-law-crime",NA,"55","50","0:03:24","27","84.62%","69.09%","$0.00","When the Law Is a Crime"
"803","/issue/whos-running-show-pope-francis","http://americamagazine.org/issue/whos-running-show-pope-francis",NA,"55","53","0:07:43","50","86.00%","87.27%","$0.00","Two popes share a Vatican stage and show only one is in charge"
"804","/sections/word?page=1","http://americamagazine.org/sections/word?page=1",NA,"55","42","0:00:17","3","33.33%","9.09%","$0.00","The Word"
"805","/users/jeremy-zipple","http://americamagazine.org/users/jeremy-zipple",NA,"55","52","0:01:44","42","80.95%","72.73%","$0.00","Jeremy Zipple"
"806","/?articletypeid=40&textid=1497&issueid=327","http://americamagazine.org/?articletypeid=40&textid=1497&issueid=327",NA,"54","44","0:01:31","27","70.37%","66.67%","$0.00","America Magazine"
"807","/content/all-things/frank-brennan-sj-sex-abuse-scandal-australia","http://americamagazine.org/content/all-things/frank-brennan-sj-sex-abuse-scandal-australia",NA,"54","45","0:06:41","35","77.14%","75.93%","$0.00","Noted Jesuit human rights lawyer discusses the sex abuse scandal in Australia"
"808","/issue/680/columns/abortion-absolutists","http://americamagazine.org/issue/680/columns/abortion-absolutists",NA,"54","46","0:07:09","44","79.55%","77.78%","$0.00","Abortion Absolutists"
"809","/issue/city-god","http://americamagazine.org/issue/city-god",NA,"54","50","0:04:38","14","71.43%","66.67%","$0.00","City of God: Are we doomed to retreat into the desert?"
"810","/issue/take-your-cross","http://americamagazine.org/issue/take-your-cross",NA,"54","49","0:05:13","48","87.50%","90.74%","$0.00","Take Up Your Cross"
"811","/newsletters/subscriptions","http://americamagazine.org/newsletters/subscriptions",NA,"54","43","0:01:16","17","82.35%","42.59%","$0.00","User account"
"812","/users/james-dominic-rooney","http://americamagazine.org/users/james-dominic-rooney",NA,"54","43","0:00:19","12","8.33%","20.37%","$0.00","James Dominic Rooney"
"813","/content/all-things/catholic-tv-and-renewal-qa-father-robert-reed","http://americamagazine.org/content/all-things/catholic-tv-and-renewal-qa-father-robert-reed",NA,"53","50","0:04:59","50","78.00%","90.57%","$0.00","On Catholic TV and Renewal: Q&A with Father Robert Reed"
"814","/content/all-things/legends-saint-anthony","http://americamagazine.org/content/all-things/legends-saint-anthony",NA,"53","49","0:05:26","49","91.84%","92.45%","$0.00","The Legends of Saint Anthony"
"815","/content/all-things/motherless-day","http://americamagazine.org/content/all-things/motherless-day",NA,"53","47","0:02:02","8","88.89%","43.40%","$0.00","Motherless on Mother's Day"
"816","/content/all-things/where-were-voting-women-synod-0","http://americamagazine.org/content/all-things/where-were-voting-women-synod-0",NA,"53","48","0:09:53","13","61.54%","71.70%","$0.00","Where were the voting women at the Synod?"
"817","/content/dispatches/encountering-other-shakespeare","http://americamagazine.org/content/dispatches/encountering-other-shakespeare",NA,"53","44","0:07:39","44","62.22%","81.13%","$0.00","Encountering the Other in Shakespeare"
"818","/content/dispatches/merton-writer-echoing-silence","http://americamagazine.org/content/dispatches/merton-writer-echoing-silence",NA,"53","51","0:06:53","48","93.75%","94.34%","$0.00","Merton As Writer: Echoing Silence"
"819","/content/dispatches/transgender-debate-goes-school","http://americamagazine.org/content/dispatches/transgender-debate-goes-school",NA,"53","50","0:05:35","25","76.00%","66.04%","$0.00","Schools: the next big arena for the transgender debate"
"820","/content/good-word/adam-and-eve-real-people","http://americamagazine.org/content/good-word/adam-and-eve-real-people",NA,"53","29","0:04:20","27","62.96%","54.72%","$0.00","Adam and Eve: Real People?"
"821","/content/the-word/reading-signs-times","http://americamagazine.org/content/the-word/reading-signs-times",NA,"53","50","0:05:15","47","85.11%","86.79%","$0.00","Reading the Signs of the Times"
"822","/issue/425/article/wahhabism-and-jihad","http://americamagazine.org/issue/425/article/wahhabism-and-jihad",NA,"53","49","0:09:07","49","91.84%","92.45%","$0.00","Wahhabism and Jihad"
"823","/issue/608/article/lesser-evil","http://americamagazine.org/issue/608/article/lesser-evil",NA,"53","47","0:00:23","46","93.48%","86.79%","$0.00","The Lesser Evil"
"824","/issue/martyrs-maspero","http://americamagazine.org/issue/martyrs-maspero",NA,"53","51","0:05:06","34","85.29%","69.81%","$0.00","Martyrs of Maspero"
"825","/issue/oil-collapse-leads-food-lines-blackouts-and-rising-tension","http://americamagazine.org/issue/oil-collapse-leads-food-lines-blackouts-and-rising-tension",NA,"53","49","0:01:45","18","88.89%","41.51%","$0.00","Oil Collapse Leads to Food Lines, Blackouts and Rising Tension"
"826","/issue/saintly-sinners-sinful-saints","http://americamagazine.org/issue/saintly-sinners-sinful-saints",NA,"53","52","0:16:03","49","87.76%","92.45%","$0.00","Saintly Sinners, Sinful Saints"
"827","/issue/significant-financial-problems-revealed-franciscans","http://americamagazine.org/issue/significant-financial-problems-revealed-franciscans",NA,"53","48","0:15:39","47","93.62%","88.68%","$0.00","Significant Financial Problems Revealed by Franciscans"
"828","/content/all-things/banks-cardoner","http://americamagazine.org/content/all-things/banks-cardoner",NA,"52","46","0:05:58","45","86.67%","86.54%","$0.00","On the Banks of the Cardoner"
"829","/content/all-things/catholic-prison-ministry","http://americamagazine.org/content/all-things/catholic-prison-ministry",NA,"52","48","0:06:59","47","76.60%","90.38%","$0.00","Catholic Prison Ministry"
"830","/content/all-things/colorados-universal-health-care-proposal-also-seismic-expansion-democracy","http://americamagazine.org/content/all-things/colorados-universal-health-care-proposal-also-seismic-expansion-democracy",NA,"52","48","0:01:56","23","56.52%","63.46%","$0.00","Colorado’s universal health care proposal Is also a seismic expansion of democracy."
"831","/content/all-things/why-vatican-interested-search-life-universe","http://americamagazine.org/content/all-things/why-vatican-interested-search-life-universe",NA,"52","42","0:03:58","42","83.33%","80.77%","$0.00","Why is the Vatican Interested in the Search for Life in the Universe?"
"832","/content/dispatches/pope-and-irans-president-discuss-peace-middle-east","http://americamagazine.org/content/dispatches/pope-and-irans-president-discuss-peace-middle-east",NA,"52","37","0:05:08","33","72.73%","69.23%","$0.00","Pope and Iran's President discuss nuclear accord, peace in Middle East, end to terrorism and arms trafficking"
"833","/content/the-word/you-are-warmly-invited","http://americamagazine.org/content/the-word/you-are-warmly-invited",NA,"52","49","0:05:32","49","93.88%","94.23%","$0.00","You Are Warmly Invited..."
"834","/issue/100/kiss-never-just-kiss","http://americamagazine.org/issue/100/kiss-never-just-kiss",NA,"52","51","0:03:30","40","97.50%","78.85%","$0.00","A Kiss is Never Just a Kiss"
"835","/issue/469/article/john-paul-ii-and-mystery-human-person","http://americamagazine.org/issue/469/article/john-paul-ii-and-mystery-human-person",NA,"52","47","0:00:36","47","95.74%","88.46%","$0.00","John Paul II and The Mystery of The Human Person"
"836","/issue/587/editorial/disenfranchised-americans","http://americamagazine.org/issue/587/editorial/disenfranchised-americans",NA,"52","51","0:01:26","41","92.68%","78.85%","$0.00","Disenfranchised Americans"
"837","/issue/my-god-my-god","http://americamagazine.org/issue/my-god-my-god",NA,"52","51","0:03:02","45","89.13%","86.54%","$0.00","‘My God, My God’: When Jesus felt abandoned"
"838","/media/podcasts/black-lives-matter-and-catholic-church","http://americamagazine.org/media/podcasts/black-lives-matter-and-catholic-church",NA,"52","45","0:06:07","24","75.00%","53.85%","$0.00","Black Lives Matter and the Catholic Church"
"839","/toc-past/2004-07-05","http://americamagazine.org/toc-past/2004-07-05",NA,"52","26","0:00:06","0","0.00%","0.00%","$0.00",NA
"840","/content/all-things/are-we-losing-good-priests-because-psychological-testing","http://americamagazine.org/content/all-things/are-we-losing-good-priests-because-psychological-testing",NA,"51","46","0:06:13","46","73.91%","88.24%","$0.00","Are We Losing Good Priests Because of Psychological Testing?"
"841","/content/all-things/berrigan-and-friends","http://americamagazine.org/content/all-things/berrigan-and-friends",NA,"51","45","0:05:14","11","81.82%","47.06%","$0.00","Dan Berrigan and his friends"
"842","/content/all-things/catholic-theology-today-30-questions-gerald-ocollins-sj","http://americamagazine.org/content/all-things/catholic-theology-today-30-questions-gerald-ocollins-sj",NA,"51","47","0:10:02","42","85.71%","90.20%","$0.00","Jesus has been 'the constant companion of my life'"
"843","/content/all-things/feast-ugandan-martyrs","http://americamagazine.org/content/all-things/feast-ugandan-martyrs",NA,"51","48","0:09:08","46","70.21%","86.27%","$0.00","The Feast of the Ugandan Martyrs"
"844","/content/all-things/happy-feast-st-ignatius-loyola-0","http://americamagazine.org/content/all-things/happy-feast-st-ignatius-loyola-0",NA,"51","26","0:01:20","26","3.85%","49.02%","$0.00","Happy Feast of St. Ignatius of Loyola"
"845","/content/dispatches/aboard-plane-home-mexico-pope-francis-responds-questions-donald-trump","http://americamagazine.org/content/dispatches/aboard-plane-home-mexico-pope-francis-responds-questions-donald-trump",NA,"51","47","0:03:59","47","82.98%","86.27%","$0.00","Pope responding to questions on Trump: ‘A person who only thinks of building walls, and not building bridges, is not Christian.’"
"846","/content/dispatches/pope-says-four-nuns-were-killed-yemen-their-attackers-and-globalization","http://americamagazine.org/content/dispatches/pope-says-four-nuns-were-killed-yemen-their-attackers-and-globalization",NA,"51","46","0:07:15","44","86.36%","86.27%","$0.00","Pope Francis says nuns killed in Yemen attack are victims of ‘the globalization of indifference.’"
"847","/issue/692/article/smiling-christ","http://americamagazine.org/issue/692/article/smiling-christ",NA,"51","44","0:02:42","44","84.09%","86.27%","$0.00","The Smiling Christ"
"848","/issue/making-saints-illinois","http://americamagazine.org/issue/making-saints-illinois",NA,"51","50","0:02:00","48","100.00%","96.08%","$0.00","How Illinois is the center of three canonization efforts"
"849","/issue/reconciliation-georgetown","http://americamagazine.org/issue/reconciliation-georgetown",NA,"51","49","0:04:57","41","75.61%","74.51%","$0.00","Georgetown serves as a model for confronting past tainted by slavery"
"850","/issue/reply-all-102","http://americamagazine.org/issue/reply-all-102",NA,"51","51","0:00:59","48","100.00%","96.08%","$0.00","Reply All: America’s readers respond"
"851","/papal-transition","http://americamagazine.org/papal-transition",NA,"51","41","0:03:18","40","72.50%","72.55%","$0.00","Papal Transition"
"852","/search/node/abortion","http://americamagazine.org/search/node/abortion",NA,"51","37","0:00:29","4","0.00%","17.65%","$0.00","Search"
"853","/toc-past/2016-04-25","http://americamagazine.org/toc-past/2016-04-25",NA,"51","35","0:00:41","4","50.00%","11.76%","$0.00",NA
"854","/users/daniel-p-horan","http://americamagazine.org/users/daniel-p-horan",NA,"51","44","0:01:19","41","24.39%","41.18%","$0.00","Daniel P. Horan"
"855","/users/robert-w-mcelroy","http://americamagazine.org/users/robert-w-mcelroy",NA,"51","43","0:00:56","25","48.00%","31.37%","$0.00","Robert W. McElroy"
"856","/content/all-things/annotated-mr-blue-myles-connolly-10-questions-dr-stephen-mirarchi","http://americamagazine.org/content/all-things/annotated-mr-blue-myles-connolly-10-questions-dr-stephen-mirarchi",NA,"50","46","0:04:34","26","62.96%","68.00%","$0.00","The Annotated ‘Mr. Blue’ by Myles Connolly: Q&A with Dr. Stephen Mirarchi"
"857","/content/all-things/catholic-philosophy-today-11-questions-joseph-koterski-sj","http://americamagazine.org/content/all-things/catholic-philosophy-today-11-questions-joseph-koterski-sj",NA,"50","45","0:06:41","45","80.00%","90.00%","$0.00","The state of Catholic philosophy today"
"858","/content/all-things/silencing-roger-haight-sj","http://americamagazine.org/content/all-things/silencing-roger-haight-sj",NA,"50","47","0:11:58","43","68.18%","84.00%","$0.00","The Silenc/ing of Roger Haight, SJ"
"859","/content/all-things/spirituality-weight-loss-author-qa-dr-jennifer-nolan","http://americamagazine.org/content/all-things/spirituality-weight-loss-author-qa-dr-jennifer-nolan",NA,"50","47","0:34:51","46","74.47%","94.00%","$0.00","Dr. Jennifer Nolan on the spirituality of weight loss"
"860","/content/all-things/why-director-franciscan-action-network-may-be-arrested-morning-washington-dc","http://americamagazine.org/content/all-things/why-director-franciscan-action-network-may-be-arrested-morning-washington-dc",NA,"50","47","0:03:09","13","83.33%","62.00%","$0.00","The director of Franciscan Action Network may be arrested this morning. Here‘s why."
"861","/content/dispatches/america-media-announces-inaugural-ohare-fellows","http://americamagazine.org/content/dispatches/america-media-announces-inaugural-ohare-fellows",NA,"50","43","0:03:13","41","78.05%","78.00%","$0.00","Meet the inaugural O’Hare postgraduate writing fellows"
"862","/content/dispatches/how-much-should-parking-ticket-cost","http://americamagazine.org/content/dispatches/how-much-should-parking-ticket-cost",NA,"50","48","0:04:23","48","85.42%","94.00%","$0.00","How Much Should a Parking Ticket Cost?"
"863","/content/dispatches/vatican-needs-new-approach-teaching-amoris-laetitia-south-africa","http://americamagazine.org/content/dispatches/vatican-needs-new-approach-teaching-amoris-laetitia-south-africa",NA,"50","39","0:03:03","13","76.92%","44.00%","$0.00","What explains the lukewarm response to “Amoris Laetitia” in South Africa?"
"864","/content/good-word/spirit-too-subtle-be-seen","http://americamagazine.org/content/good-word/spirit-too-subtle-be-seen",NA,"50","47","0:02:36","16","93.75%","52.00%","$0.00","The Holy Spirit is much too subtle to be seen."
"865","/content/the-word/breaking-down-barriers","http://americamagazine.org/content/the-word/breaking-down-barriers",NA,"50","48","0:01:57","48","93.75%","96.00%","$0.00","Breaking Down Barriers"
"866","/content/the-word/you-really-believe","http://americamagazine.org/content/the-word/you-really-believe",NA,"50","49","0:00:07","1","100.00%","10.00%","$0.00","You Really Believe that?"
"867","/issue/100/biblical-scholarship-50-years-after-divino-afflante-spiritu","http://americamagazine.org/issue/100/biblical-scholarship-50-years-after-divino-afflante-spiritu",NA,"50","46","0:04:20","45","88.89%","88.00%","$0.00","Biblical Scholarship 50 years After Divino Afflante Spiritu"
"868","/issue/366/article/shall-we-dance","http://americamagazine.org/issue/366/article/shall-we-dance",NA,"50","50","0:02:47","49","97.96%","96.00%","$0.00","Shall We Dance?"
"869","/issue/548/article/sexuality-spirituality-and-song-songs","http://americamagazine.org/issue/548/article/sexuality-spirituality-and-song-songs",NA,"50","48","0:12:53","47","91.49%","90.00%","$0.00","Sexuality, Spirituality and the Song of Songs'"
"870","/issue/642/article/martyr-nazis","http://americamagazine.org/issue/642/article/martyr-nazis",NA,"50","45","0:06:55","42","74.42%","80.00%","$0.00","A Martyr to the Nazis"
"871","/issue/681/article/how-save-catholic-schools","http://americamagazine.org/issue/681/article/how-save-catholic-schools",NA,"50","44","0:07:47","43","86.05%","86.00%","$0.00","How to Save Catholic Schools"
"872","/issue/dignity-disabled","http://americamagazine.org/issue/dignity-disabled",NA,"50","46","0:13:51","45","69.57%","90.00%","$0.00","Dignity of the Disabled"
"873","/media/gallery/st-patricks-cathedral","http://americamagazine.org/media/gallery/st-patricks-cathedral",NA,"50","47","0:03:07","43","88.37%","80.00%","$0.00","The Restoration of St. Patrick's"
"874","/taxonomy/term/52/2016-05","http://americamagazine.org/taxonomy/term/52/2016-05",NA,"50","39","0:00:25","5","0.00%","16.00%","$0.00","Videos"
"875","/toc-past/2007-05-28","http://americamagazine.org/toc-past/2007-05-28",NA,"50","26","0:00:05","0","0.00%","2.00%","$0.00",NA
"876","/users/sean-salai-sj-0","http://americamagazine.org/users/sean-salai-sj-0",NA,"50","47","0:01:04","18","66.67%","42.00%","$0.00","Sean Salai, S.J."
"877","/archives/2009","http://americamagazine.org/archives/2009",NA,"49","17","0:00:12","0","0.00%","2.04%","$0.00","Archives: 2009"
"878","/content/all-things/alone-connected-rwanda","http://americamagazine.org/content/all-things/alone-connected-rwanda",NA,"49","42","0:03:27","39","84.62%","79.59%","$0.00","Alone but Connected in Rwanda"
"879","/content/all-things/fighting-war-pornography-qa-dawn-e-hawkins","http://americamagazine.org/content/all-things/fighting-war-pornography-qa-dawn-e-hawkins",NA,"49","48","0:02:21","47","85.42%","97.96%","$0.00","Fighting the War on Pornography: Q&A with Dawn E. Hawkins"
"880","/content/all-things/hurricane-prayer","http://americamagazine.org/content/all-things/hurricane-prayer",NA,"49","44","0:02:39","44","84.44%","87.76%","$0.00","A Hurricane Prayer"
"881","/content/all-things/jesuits-hierarchy","http://americamagazine.org/content/all-things/jesuits-hierarchy",NA,"49","45","0:05:48","43","83.72%","89.80%","$0.00","Jesuits in the Hierarchy"
"882","/content/dispatches/good-wife-takes-stab-catholic-divorce-and-jesuits","http://americamagazine.org/content/dispatches/good-wife-takes-stab-catholic-divorce-and-jesuits",NA,"49","47","0:01:21","47","89.36%","91.84%","$0.00","The Good Wife Takes a Stab at Catholic Divorce (and Jesuits)"
"883","/issue/100/paul-vis-populorum-progressio","http://americamagazine.org/issue/100/paul-vis-populorum-progressio",NA,"49","44","0:03:42","34","88.24%","69.39%","$0.00","Paul VI's Populorum Progressio"
"884","/issue/367/article/psychological-treatment-priest-sex-offenders","http://americamagazine.org/issue/367/article/psychological-treatment-priest-sex-offenders",NA,"49","46","0:01:35","46","93.48%","93.88%","$0.00","Psychological Treatment of Priest Sex Offenders"
"885","/issue/after-brexit","http://americamagazine.org/issue/after-brexit",NA,"49","37","0:03:14","30","93.33%","67.35%","$0.00","Why responding to Brexit isn’t so simple"
"886","/issue/india-tops-global-slavery-index","http://americamagazine.org/issue/india-tops-global-slavery-index",NA,"49","48","0:04:43","20","95.00%","57.14%","$0.00","Slavery persists for millions in India, despite improvements"
"887","/users/editors","http://americamagazine.org/users/editors",NA,"49","37","0:00:22","4","25.00%","12.24%","$0.00","The Editors"
"888","/users/john-carr","http://americamagazine.org/users/john-carr",NA,"49","39","0:00:23","29","72.41%","57.14%","$0.00","John Carr"
